Number,Atom1,Atom2,Atom3,Atom4,Torsion
1246,O1PA,C5PA,C5A,O1A,-0.0(6)
1247,H4PA,C6PA,C5PA,C5A,-177.2
1248,H4PA,C6PA,C5PA,O1PA,3.8
1249,C7PA,C6PA,C5PA,C5A,2.9(7)
1250,C7PA,C6PA,C5PA,O1PA,-176.1(4)
1251,C8PA,C7PA,C7A,C8A,0.0(7)
1252,C8PA,C7PA,C7A,C6A,-178.0(4)
1253,C6PA,C7PA,C7A,C8A,178.0(4)
1254,C6PA,C7PA,C7A,C6A,0.0(6)
1255,H5PA,C8PA,C7PA,C7A,-143.6
1256,H5PA,C8PA,C7PA,C6PA,38.4
1257,H6PA,C8PA,C7PA,C7A,-25.6
1258,H6PA,C8PA,C7PA,C6PA,156.4
1259,C7ZA,C8PA,C7PA,C7A,95.3(5)
1260,C7ZA,C8PA,C7PA,C6PA,-82.7(5)
1261,C5PA,O1PA,Si1A,C1A,92.9
1262,C5PA,O1PA,Si1A,O1B,-163.9
1263,C5PA,O1PA,Si1A,O1OA,-87.1
1264,C5PA,O1PA,Si1A,O1A,-11.3
1265,H1ZA,C2ZA,C1L,C2CB,-178
1266,H1ZA,C2ZA,C1L,Si1L,2
1267,H1ZA,C2ZA,C1L,C2L,139
1268,H1ZA,C2ZA,C1L,C2O,-102
1269,C2O,C2ZA,C1L,C2CB,-76
1270,C2O,C2ZA,C1L,Si1L,104
1271,C2O,C2ZA,C1L,C2L,-118
1272,C3O,C2ZA,C1L,C2CB,-34
1273,C3O,C2ZA,C1L,Si1L,146.3
1274,C3O,C2ZA,C1L,C2L,-76
1275,C3O,C2ZA,C1L,C2O,42
1276,C3ZA,C2ZA,C1L,C2CB,2
1277,C3ZA,C2ZA,C1L,Si1L,-178
1278,C3ZA,C2ZA,C1L,C2L,-41
1279,C3ZA,C2ZA,C1L,C2O,78
1280,H2ZA,C3ZA,C4L,C3CB,-178
1281,H2ZA,C3ZA,C4L,H3L,2
1282,H2ZA,C3ZA,C4L,C3O,106
1283,H2ZA,C3ZA,C4L,C3L,-133
1284,C2O,C3ZA,C4L,C3CB,33
1285,C2O,C3ZA,C4L,H3L,-147
1286,C2O,C3ZA,C4L,C3O,-43
1287,C2O,C3ZA,C4L,C3L,79
1288,C3O,C3ZA,C4L,C3CB,76
1289,C3O,C3ZA,C4L,H3L,-104
1290,C3O,C3ZA,C4L,C3L,121
1291,C2ZA,C3ZA,C4L,C3CB,2
1292,C2ZA,C3ZA,C4L,H3L,-178
1293,C2ZA,C3ZA,C4L,C3O,-74
1294,C2ZA,C3ZA,C4L,C3L,47
1295,C6ZA,C5ZA,C5L,C6L,-0.0(7)
1296,C6ZA,C5ZA,C5L,O1L,179.1(4)
1297,O1ZA,C5ZA,C5L,C6L,-179.1(4)
1298,O1ZA,C5ZA,C5L,O1L,-0.0(6)
1299,H4ZA,C6ZA,C5ZA,C5L,177.2
1300,H4ZA,C6ZA,C5ZA,O1ZA,-3.8
1301,C7ZA,C6ZA,C5ZA,C5L,-2.9(7)
1302,C7ZA,C6ZA,C5ZA,O1ZA,176.1(4)
1303,C8PA,C7ZA,C7L,C8L,0.0(7)
1304,C8PA,C7ZA,C7L,C6L,178.0(4)
1305,C6ZA,C7ZA,C7L,C8L,-178.0(4)
1306,C6ZA,C7ZA,C7L,C6L,-0.0(6)
1307,C5ZA,O1ZA,Si1L,C1L,-92.9
1308,C5ZA,O1ZA,Si1L,O1L,11.3
1309,C5ZA,O1ZA,Si1L,O1O,163.9
1310,C5ZA,O1ZA,Si1L,O1CB,87.1
1311,C1,C2,C2QA,H1QA,-114
1312,C1,C2,C2QA,C3,124
1313,C1,C2,C2QA,C3QA,124
1314,H1,C2,C2QA,C1,114
1315,H1,C2,C2QA,H1QA,0
1316,H1,C2,C2QA,C3,-122
1317,H1,C2,C2QA,C3QA,-122
1318,C3,C2,C2QA,C1,-124
1319,C3,C2,C2QA,H1QA,122
1320,C3,C2,C2QA,C3QA,-0(1)
1321,C3QA,C2,C2QA,C1,-124
1322,C3QA,C2,C2QA,H1QA,122
1323,C3QA,C2,C2QA,C3,0(1)
1324,C2,C3,C2QA,C1,52
1325,C2,C3,C2QA,H1QA,-88
1326,C2,C3,C2QA,C3QA,180(2)
1327,H2,C3,C2QA,C1,140
1328,H2,C3,C2QA,H1QA,-1
1329,H2,C3,C2QA,C2,88
1330,H2,C3,C2QA,C3QA,-92
1331,C4,C3,C2QA,C1,-76
1332,C4,C3,C2QA,H1QA,143
1333,C4,C3,C2QA,C2,-129
1334,C4,C3,C2QA,C3QA,51
1335,C3QA,C3,C2QA,C1,-128
1336,C3QA,C3,C2QA,H1QA,92
1337,C3QA,C3,C2QA,C2,-180(2)
1338,C2,C3,C3QA,H2QA,-123
1339,C2,C3,C3QA,C4,123
1340,C2,C3,C3QA,C2QA,-0(1)
1341,H2,C3,C3QA,C2,123
1342,H2,C3,C3QA,H2QA,0
1343,H2,C3,C3QA,C4,-114
1344,H2,C3,C3QA,C2QA,123
1345,C4,C3,C3QA,C2,-123
1346,C4,C3,C3QA,H2QA,114
1347,C4,C3,C3QA,C2QA,-123
1348,C2QA,C3,C3QA,C2,0(1)
1349,C2QA,C3,C3QA,H2QA,-123
1350,C2QA,C3,C3QA,C4,123
1351,C3,C4,C3QA,C2,43
1352,C3,C4,C3QA,H2QA,-106
1353,C3,C4,C3QA,C2QA,74
1354,H3,C4,C3QA,C2,147
1355,H3,C4,C3QA,H2QA,-2
1356,H3,C4,C3QA,C3,104
1357,H3,C4,C3QA,C2QA,178
1358,C3C,C4,C3QA,C2,-79
1359,C3C,C4,C3QA,H2QA,133
1360,C3C,C4,C3QA,C3,-121
1361,C3C,C4,C3QA,C2QA,-47
1362,C3NA,C4,C3QA,C2,-33
1363,C3NA,C4,C3QA,H2QA,178
1364,C3NA,C4,C3QA,C3,-76
1365,C3NA,C4,C3QA,C2QA,-2
1366,C5,O1,Si1,C1,-92.9
1367,C5,O1,Si1,O1C,87.1
1368,C5,O1,Si1,O1NA,11.3
1369,C5,O1,Si1,O1QA,163.9
1370,C1,C2C,C3C,C4,-3
1371,C1,C2C,C3C,H2C,177
1372,C1,C2C,C3C,C2NA,-66
1373,C1,C2C,C3C,C3NA,-66
1374,H1C,C2C,C3C,C4,177
1375,H1C,C2C,C3C,H2C,-3
1376,H1C,C2C,C3C,C2NA,115
1377,H1C,C2C,C3C,C3NA,115
1378,C2NA,C2C,C3C,C4,62
1379,C2NA,C2C,C3C,H2C,-118
1380,C2NA,C2C,C3C,C3NA,0(2)
1381,C3NA,C2C,C3C,C4,62
1382,C3NA,C2C,C3C,H2C,-118
1383,C3NA,C2C,C3C,C2NA,-0(2)
1384,C1,C2C,C2NA,H1NA,-114
1385,C1,C2C,C2NA,C3C,124
1386,C1,C2C,C2NA,C3NA,124
1387,H1C,C2C,C2NA,C1,114
1388,H1C,C2C,C2NA,H1NA,0
1389,H1C,C2C,C2NA,C3C,-122
1390,H1C,C2C,C2NA,C3NA,-122
1391,C3C,C2C,C2NA,C1,-124
1392,C3C,C2C,C2NA,H1NA,122
1393,C3C,C2C,C2NA,C3NA,-0(1)
1394,C3NA,C2C,C2NA,C1,-124
1395,C3NA,C2C,C2NA,H1NA,122
1396,C3NA,C2C,C2NA,C3C,0(1)
1397,C1,C2C,C3NA,C4,76
1398,C1,C2C,C3NA,H2NA,-140
1399,C1,C2C,C3NA,C3C,128
1400,C1,C2C,C3NA,C2NA,-52
1401,H1C,C2C,C3NA,C4,-143
1402,H1C,C2C,C3NA,H2NA,1
1403,H1C,C2C,C3NA,C3C,-92
1404,H1C,C2C,C3NA,C2NA,88
1405,C3C,C2C,C3NA,C4,-51
1406,C3C,C2C,C3NA,H2NA,92
1407,C3C,C2C,C3NA,C2NA,180(2)
1408,C2NA,C2C,C3NA,C4,129
1409,C2NA,C2C,C3NA,H2NA,-88
1410,C2NA,C2C,C3NA,C3C,-180(2)
1411,C4,C3C,C2NA,C1,-76
1412,C4,C3C,C2NA,H1NA,143
1413,C4,C3C,C2NA,C2C,-129
1414,C4,C3C,C2NA,C3NA,51
1415,H2C,C3C,C2NA,C1,140
1416,H2C,C3C,C2NA,H1NA,-1
1417,H2C,C3C,C2NA,C2C,88
1418,H2C,C3C,C2NA,C3NA,-92
1419,C2C,C3C,C2NA,C1,52
1420,C2C,C3C,C2NA,H1NA,-88
1421,C2C,C3C,C2NA,C3NA,180(2)
1422,C3NA,C3C,C2NA,C1,-128
1423,C3NA,C3C,C2NA,H1NA,92
1424,C3NA,C3C,C2NA,C2C,-180(2)
1425,C4,C3C,C3NA,H2NA,114
1426,C4,C3C,C3NA,C2C,-123
1427,C4,C3C,C3NA,C2NA,-123
1428,H2C,C3C,C3NA,C4,-114
1429,H2C,C3C,C3NA,H2NA,-0
1430,H2C,C3C,C3NA,C2C,123
1431,H2C,C3C,C3NA,C2NA,123
1432,C2C,C3C,C3NA,C4,123
1433,C2C,C3C,C3NA,H2NA,-123
1434,C2C,C3C,C3NA,C2NA,-0(1)
1435,C2NA,C3C,C3NA,C4,123
1436,C2NA,C3C,C3NA,H2NA,-123
1437,C2NA,C3C,C3NA,C2C,0(1)
1438,C6C,C5C,O1C,Si1,172.2
1439,C5QA,C5C,O1C,Si1,-8.8
1440,C1,C2NA,C3NA,C4,3
1441,C1,C2NA,C3NA,H2NA,-177
1442,C1,C2NA,C3NA,C2C,66
1443,C1,C2NA,C3NA,C3C,66
1444,H1NA,C2NA,C3NA,C4,-177
1445,H1NA,C2NA,C3NA,H2NA,3
1446,H1NA,C2NA,C3NA,C2C,-115
1447,H1NA,C2NA,C3NA,C3C,-115
1448,C2C,C2NA,C3NA,C4,-62
1449,C2C,C2NA,C3NA,H2NA,118
1450,C2C,C2NA,C3NA,C3C,0(2)
1451,C3C,C2NA,C3NA,C4,-62
1452,C3C,C2NA,C3NA,H2NA,118
1453,C3C,C2NA,C3NA,C2C,-0(2)
1454,C5,C5NA,O1NA,Si1,8.8
1455,C6NA,C5NA,O1NA,Si1,-172.2
1456,C5NA,C6NA,C7NA,C7,-2.8(6)
1457,C5NA,C6NA,C7NA,C8NA,175.3(4)
1458,H4NA,C6NA,C7NA,C7,177.2
1459,H4NA,C6NA,C7NA,C8NA,-4.7
1460,C1,C2QA,C3QA,C2,66
1461,C1,C2QA,C3QA,H2QA,-177
1462,C1,C2QA,C3QA,C3,66
1463,C1,C2QA,C3QA,C4,3
1464,H1QA,C2QA,C3QA,C2,-115
1465,H1QA,C2QA,C3QA,H2QA,3
1466,H1QA,C2QA,C3QA,C3,-115
1467,H1QA,C2QA,C3QA,C4,-177
1468,C2,C2QA,C3QA,H2QA,118
1469,C2,C2QA,C3QA,C3,0(2)
1470,C2,C2QA,C3QA,C4,-62
1471,C3,C2QA,C3QA,C2,-0(2)
1472,C3,C2QA,C3QA,H2QA,118
1473,C3,C2QA,C3QA,C4,-62
1474,C5C,C5QA,O1QA,Si1,8.8
1475,C6QA,C5QA,O1QA,Si1,-172.2
1476,C5QA,C6QA,C7QA,C7C,-2.8(6)
1477,C5QA,C6QA,C7QA,C8QA,175.3(4)
1478,H4QA,C6QA,C7QA,C7C,177.2
1479,H4QA,C6QA,C7QA,C8QA,-4.7
1480,C1M,C2BB,C2N,H1N,-114
1481,C1M,C2BB,C2N,C3BB,124
1482,C1M,C2BB,C2N,C3N,124
1483,H1BB,C2BB,C2N,C1M,114
1484,H1BB,C2BB,C2N,H1N,-0
1485,H1BB,C2BB,C2N,C3BB,-122
1486,H1BB,C2BB,C2N,C3N,-122
1487,C3BB,C2BB,C2N,C1M,-124
1488,C3BB,C2BB,C2N,H1N,122
1489,C3BB,C2BB,C2N,C3N,0(1)
1490,C3N,C2BB,C2N,C1M,-124
1491,C3N,C2BB,C2N,H1N,122
1492,C3N,C2BB,C2N,C3BB,-0(1)
1493,C2BB,C3BB,C2N,C1M,52
1494,C2BB,C3BB,C2N,H1N,-88
1495,C2BB,C3BB,C2N,C3N,-180(2)
1496,H2BB,C3BB,C2N,C1M,140
1497,H2BB,C3BB,C2N,H1N,-1
1498,H2BB,C3BB,C2N,C2BB,88
1499,H2BB,C3BB,C2N,C3N,-92
1500,C4M,C3BB,C2N,C1M,-76
1501,C4M,C3BB,C2N,H1N,143
1502,C4M,C3BB,C2N,C2BB,-129
1503,C4M,C3BB,C2N,C3N,51
1504,C3N,C3BB,C2N,C1M,-128
1505,C3N,C3BB,C2N,H1N,92
1506,C3N,C3BB,C2N,C2BB,180(2)
1507,C2BB,C3BB,C3N,H2N,-123
1508,C2BB,C3BB,C3N,C4M,123
1509,C2BB,C3BB,C3N,C2N,0(1)
1510,H2BB,C3BB,C3N,C2BB,123
1511,H2BB,C3BB,C3N,H2N,-0
1512,H2BB,C3BB,C3N,C4M,-114
1513,H2BB,C3BB,C3N,C2N,123
1514,C4M,C3BB,C3N,C2BB,-123
1515,C4M,C3BB,C3N,H2N,114
1516,C4M,C3BB,C3N,C2N,-123
1517,C2N,C3BB,C3N,C2BB,-0(1)
1518,C2N,C3BB,C3N,H2N,-123
1519,C2N,C3BB,C3N,C4M,123
1520,C3BB,C4M,C3N,C2BB,43
1521,C3BB,C4M,C3N,H2N,-106
1522,C3BB,C4M,C3N,C2N,74
1523,H3M,C4M,C3N,C2BB,147
1524,H3M,C4M,C3N,H2N,-2
1525,H3M,C4M,C3N,C3BB,104
1526,H3M,C4M,C3N,C2N,178
1527,C3M,C4M,C3N,C2BB,-33
1528,C3M,C4M,C3N,H2N,178
1529,C3M,C4M,C3N,C3BB,-76
1530,C3M,C4M,C3N,C2N,-2
1531,C3AB,C4M,C3N,C2BB,-79
1532,C3AB,C4M,C3N,H2N,133
1533,C3AB,C4M,C3N,C3BB,-121
1534,C3AB,C4M,C3N,C2N,-47
1535,C5BB,C6BB,C7BB,C8NA,-175.3(4)
1536,C5BB,C6BB,C7BB,C7M,2.8(6)
1537,H4BB,C6BB,C7BB,C8NA,4.7
1538,H4BB,C6BB,C7BB,C7M,-177.2
1539,C5BB,O1BB,Si1M,C1M,-92.9
1540,C5BB,O1BB,Si1M,O1M,11.3
1541,C5BB,O1BB,Si1M,O1N,163.9
1542,C5BB,O1BB,Si1M,O1AB,87.1
1543,C1GA,C2RB,C2HA,H1HA,114
1544,C1GA,C2RB,C2HA,C3RB,-124
1545,C1GA,C2RB,C2HA,C3HA,-124
1546,H1RB,C2RB,C2HA,C1GA,-114
1547,H1RB,C2RB,C2HA,H1HA,0
1548,H1RB,C2RB,C2HA,C3RB,122
1549,H1RB,C2RB,C2HA,C3HA,122
1550,C3RB,C2RB,C2HA,C1GA,124
1551,C3RB,C2RB,C2HA,H1HA,-122
1552,C3RB,C2RB,C2HA,C3HA,-0(1)
1553,C3HA,C2RB,C2HA,C1GA,124
1554,C3HA,C2RB,C2HA,H1HA,-122
1555,C3HA,C2RB,C2HA,C3RB,0(1)
1556,C2RB,C3RB,C2HA,C1GA,-52
1557,C2RB,C3RB,C2HA,H1HA,88
1558,C2RB,C3RB,C2HA,C3HA,180(2)
1559,H2RB,C3RB,C2HA,C1GA,-140
1560,H2RB,C3RB,C2HA,H1HA,1
1561,H2RB,C3RB,C2HA,C2RB,-88
1562,H2RB,C3RB,C2HA,C3HA,92
1563,C4GA,C3RB,C2HA,C1GA,76
1564,C4GA,C3RB,C2HA,H1HA,-143
1565,C4GA,C3RB,C2HA,C2RB,129
1566,C4GA,C3RB,C2HA,C3HA,-51
1567,C3HA,C3RB,C2HA,C1GA,128
1568,C3HA,C3RB,C2HA,H1HA,-92
1569,C3HA,C3RB,C2HA,C2RB,-180(2)
1570,C2RB,C3RB,C3HA,H2HA,123
1571,C2RB,C3RB,C3HA,C4GA,-123
1572,C2RB,C3RB,C3HA,C2HA,-0(1)
1573,H2RB,C3RB,C3HA,C2RB,-123
1574,H2RB,C3RB,C3HA,H2HA,-0
1575,H2RB,C3RB,C3HA,C4GA,114
1576,H2RB,C3RB,C3HA,C2HA,-123
1577,C4GA,C3RB,C3HA,C2RB,123
1578,C4GA,C3RB,C3HA,H2HA,-114
1579,C4GA,C3RB,C3HA,C2HA,123
1580,C2HA,C3RB,C3HA,C2RB,0(1)
1581,C2HA,C3RB,C3HA,H2HA,123
1582,C2HA,C3RB,C3HA,C4GA,-123
1583,C3RB,C4GA,C3HA,C2RB,-43
1584,C3RB,C4GA,C3HA,H2HA,106
1585,C3RB,C4GA,C3HA,C2HA,-74
1586,H3GA,C4GA,C3HA,C2RB,-147
1587,H3GA,C4GA,C3HA,H2HA,2
1588,H3GA,C4GA,C3HA,C3RB,-104
1589,H3GA,C4GA,C3HA,C2HA,-178
1590,C3GA,C4GA,C3HA,C2RB,33
1591,C3GA,C4GA,C3HA,H2HA,-178
1592,C3GA,C4GA,C3HA,C3RB,76
1593,C3GA,C4GA,C3HA,C2HA,2
1594,C3QB,C4GA,C3HA,C2RB,79
1595,C3QB,C4GA,C3HA,H2HA,-133
1596,C3QB,C4GA,C3HA,C3RB,121
1597,C3QB,C4GA,C3HA,C2HA,47
1598,C5RB,C6RB,C7RB,C8,175.3(4)
1599,C5RB,C6RB,C7RB,C7GA,-2.8(6)
1600,H4RB,C6RB,C7RB,C8,-4.7
1601,H4RB,C6RB,C7RB,C7GA,177.2
1602,C5RB,O1RB,Si1GA,C1GA,92.9
1603,C5RB,O1RB,Si1GA,O1GA,-11.3
1604,C5RB,O1RB,Si1GA,O1HA,-163.9
1605,C5RB,O1RB,Si1GA,O1QB,-87.1
1606,C1M,C2M,C3M,C4M,3
1607,C1M,C2M,C3M,H2M,-177
1608,C1M,C2M,C3M,C2AB,66
1609,C1M,C2M,C3M,C3AB,66
1610,H1M,C2M,C3M,C4M,-177
1611,H1M,C2M,C3M,H2M,3
1612,H1M,C2M,C3M,C2AB,-115
1613,H1M,C2M,C3M,C3AB,-115
1614,C2AB,C2M,C3M,C4M,-62
1615,C2AB,C2M,C3M,H2M,118
1616,C2AB,C2M,C3M,C3AB,-0(2)
1617,C3AB,C2M,C3M,C4M,-62
1618,C3AB,C2M,C3M,H2M,118
1619,C3AB,C2M,C3M,C2AB,0(2)
1620,C1M,C2M,C2AB,H1AB,114
1621,C1M,C2M,C2AB,C3M,-124
1622,C1M,C2M,C2AB,C3AB,-124
1623,H1M,C2M,C2AB,C1M,-114
1624,H1M,C2M,C2AB,H1AB,-0
1625,H1M,C2M,C2AB,C3M,122
1626,H1M,C2M,C2AB,C3AB,122
1627,C3M,C2M,C2AB,C1M,124
1628,C3M,C2M,C2AB,H1AB,-122
1629,C3M,C2M,C2AB,C3AB,0(1)
1630,C3AB,C2M,C2AB,C1M,124
1631,C3AB,C2M,C2AB,H1AB,-122
1632,C3AB,C2M,C2AB,C3M,-0(1)
1633,C1M,C2M,C3AB,C4M,-76
1634,C1M,C2M,C3AB,H2AB,140
1635,C1M,C2M,C3AB,C3M,-128
1636,C1M,C2M,C3AB,C2AB,52
1637,H1M,C2M,C3AB,C4M,143
1638,H1M,C2M,C3AB,H2AB,-1
1639,H1M,C2M,C3AB,C3M,92
1640,H1M,C2M,C3AB,C2AB,-88
1641,C3M,C2M,C3AB,C4M,51
1642,C3M,C2M,C3AB,H2AB,-92
1643,C3M,C2M,C3AB,C2AB,-180(2)
1644,C2AB,C2M,C3AB,C4M,-129
1645,C2AB,C2M,C3AB,H2AB,88
1646,C2AB,C2M,C3AB,C3M,180(2)
1647,C4M,C3M,C2AB,C1M,76
1648,C4M,C3M,C2AB,H1AB,-143
1649,C4M,C3M,C2AB,C2M,129
1650,C4M,C3M,C2AB,C3AB,-51
1651,H2M,C3M,C2AB,C1M,-140
1652,H2M,C3M,C2AB,H1AB,1
1653,H2M,C3M,C2AB,C2M,-88
1654,H2M,C3M,C2AB,C3AB,92
1655,C2M,C3M,C2AB,C1M,-52
1656,C2M,C3M,C2AB,H1AB,88
1657,C2M,C3M,C2AB,C3AB,-180(2)
1658,C3AB,C3M,C2AB,C1M,128
1659,C3AB,C3M,C2AB,H1AB,-92
1660,C3AB,C3M,C2AB,C2M,180(2)
1661,C4M,C3M,C3AB,H2AB,-114
1662,C4M,C3M,C3AB,C2M,123
1663,C4M,C3M,C3AB,C2AB,123
1664,H2M,C3M,C3AB,C4M,114
1665,H2M,C3M,C3AB,H2AB,0
1666,H2M,C3M,C3AB,C2M,-123
1667,H2M,C3M,C3AB,C2AB,-123
1668,C2M,C3M,C3AB,C4M,-123
1669,C2M,C3M,C3AB,H2AB,123
1670,C2M,C3M,C3AB,C2AB,0(1)
1671,C2AB,C3M,C3AB,C4M,-123
1672,C2AB,C3M,C3AB,H2AB,123
1673,C2AB,C3M,C3AB,C2M,-0(1)
1674,C5BB,C5M,O1M,Si1M,8.8
1675,C6M,C5M,O1M,Si1M,-172.2
1676,C5M,C6M,C7M,C7BB,-2.8(6)
1677,C5M,C6M,C7M,C8M,175.3(4)
1678,H4M,C6M,C7M,C7BB,177.2
1679,H4M,C6M,C7M,C8M,-4.7
1680,C7M,C8M,C7GA,C7RB,-95.3(5)
1681,C7M,C8M,C7GA,C6GA,82.7(5)
1682,H5M,C8M,C7GA,C7RB,143.6
1683,H5M,C8M,C7GA,C6GA,-38.4
1684,H6M,C8M,C7GA,C7RB,25.6
1685,H6M,C8M,C7GA,C6GA,-156.4
1686,C1M,C2N,C3N,C2BB,66
1687,C1M,C2N,C3N,H2N,-177
1688,C1M,C2N,C3N,C3BB,66
1689,C1M,C2N,C3N,C4M,3
1690,H1N,C2N,C3N,C2BB,-115
1691,H1N,C2N,C3N,H2N,3
1692,H1N,C2N,C3N,C3BB,-115
1693,H1N,C2N,C3N,C4M,-177
1694,C2BB,C2N,C3N,H2N,118
1695,C2BB,C2N,C3N,C3BB,-0(2)
1696,C2BB,C2N,C3N,C4M,-62
1697,C3BB,C2N,C3N,C2BB,0(2)
1698,C3BB,C2N,C3N,H2N,118
1699,C3BB,C2N,C3N,C4M,-62
1700,C6N,C5N,O1N,Si1M,-172.2
1701,C5AB,C5N,O1N,Si1M,8.8
1702,C1FA,C2FA,C2SB,H1SB,-114
1703,C1FA,C2FA,C2SB,C3FA,124
1704,C1FA,C2FA,C2SB,C3SB,124
1705,H1FA,C2FA,C2SB,C1FA,114
1706,H1FA,C2FA,C2SB,H1SB,-0
1707,H1FA,C2FA,C2SB,C3FA,-122
1708,H1FA,C2FA,C2SB,C3SB,-122
1709,C3FA,C2FA,C2SB,C1FA,-124
1710,C3FA,C2FA,C2SB,H1SB,122
1711,C3FA,C2FA,C2SB,C3SB,0(1)
1712,C3SB,C2FA,C2SB,C1FA,-124
1713,C3SB,C2FA,C2SB,H1SB,122
1714,C3SB,C2FA,C2SB,C3FA,-0(1)
1715,C2FA,C3FA,C2SB,C1FA,52
1716,C2FA,C3FA,C2SB,H1SB,-88
1717,C2FA,C3FA,C2SB,C3SB,-180(2)
1718,H2FA,C3FA,C2SB,C1FA,140
1719,H2FA,C3FA,C2SB,H1SB,-1
1720,H2FA,C3FA,C2SB,C2FA,88
1721,H2FA,C3FA,C2SB,C3SB,-92
1722,C4FA,C3FA,C2SB,C1FA,-76
1723,C4FA,C3FA,C2SB,H1SB,143
1724,C4FA,C3FA,C2SB,C2FA,-129
1725,C4FA,C3FA,C2SB,C3SB,51
1726,C3SB,C3FA,C2SB,C1FA,-128
1727,C3SB,C3FA,C2SB,H1SB,92
1728,C3SB,C3FA,C2SB,C2FA,180(2)
1729,C2FA,C3FA,C3SB,H2SB,-123
1730,C2FA,C3FA,C3SB,C4FA,123
1731,C2FA,C3FA,C3SB,C2SB,0(1)
1732,H2FA,C3FA,C3SB,C2FA,123
1733,H2FA,C3FA,C3SB,H2SB,0
1734,H2FA,C3FA,C3SB,C4FA,-114
1735,H2FA,C3FA,C3SB,C2SB,123
1736,C4FA,C3FA,C3SB,C2FA,-123
1737,C4FA,C3FA,C3SB,H2SB,114
1738,C4FA,C3FA,C3SB,C2SB,-123
1739,C2SB,C3FA,C3SB,C2FA,-0(1)
1740,C2SB,C3FA,C3SB,H2SB,-123
1741,C2SB,C3FA,C3SB,C4FA,123
1742,C3FA,C4FA,C3SB,C2FA,43
1743,C3FA,C4FA,C3SB,H2SB,-106
1744,C3FA,C4FA,C3SB,C2SB,74
1745,H3FA,C4FA,C3SB,C2FA,147
1746,H3FA,C4FA,C3SB,H2SB,-2
1747,H3FA,C4FA,C3SB,C3FA,104
1748,H3FA,C4FA,C3SB,C2SB,178
1749,C3IA,C4FA,C3SB,C2FA,-79
1750,C3IA,C4FA,C3SB,H2SB,133
1751,C3IA,C4FA,C3SB,C3FA,-121
1752,C3IA,C4FA,C3SB,C2SB,-47
1753,C3PB,C4FA,C3SB,C2FA,-33
1754,C3PB,C4FA,C3SB,H2SB,178
1755,C3PB,C4FA,C3SB,C3FA,-76
1756,C3PB,C4FA,C3SB,C2SB,-2
1757,C5FA,C6FA,C7FA,C8N,-175.3(4)
1758,C5FA,C6FA,C7FA,C7PB,2.8(6)
1759,H4FA,C6FA,C7FA,C8N,4.7
1760,H4FA,C6FA,C7FA,C7PB,-177.2
1761,C5FA,O1FA,Si1FA,C1FA,-92.9
1762,C5FA,O1FA,Si1FA,O1IA,87.1
1763,C5FA,O1FA,Si1FA,O1PB,11.3
1764,C5FA,O1FA,Si1FA,O1SB,163.9
1765,C1GA,C2GA,C3GA,C4GA,-3
1766,C1GA,C2GA,C3GA,H2GA,177
1767,C1GA,C2GA,C3GA,C2QB,-66
1768,C1GA,C2GA,C3GA,C3QB,-66
1769,H1GA,C2GA,C3GA,C4GA,177
1770,H1GA,C2GA,C3GA,H2GA,-3
1771,H1GA,C2GA,C3GA,C2QB,115
1772,H1GA,C2GA,C3GA,C3QB,115
1773,C2QB,C2GA,C3GA,C4GA,62
1774,C2QB,C2GA,C3GA,H2GA,-118
1775,C2QB,C2GA,C3GA,C3QB,-0(2)
1776,C3QB,C2GA,C3GA,C4GA,62
1777,C3QB,C2GA,C3GA,H2GA,-118
1778,C3QB,C2GA,C3GA,C2QB,-0(2)
1779,C1GA,C2GA,C2QB,H1QB,-114
1780,C1GA,C2GA,C2QB,C3GA,124
1781,C1GA,C2GA,C2QB,C3QB,124
1782,H1GA,C2GA,C2QB,C1GA,114
1783,H1GA,C2GA,C2QB,H1QB,0
1784,H1GA,C2GA,C2QB,C3GA,-122
1785,H1GA,C2GA,C2QB,C3QB,-122
1786,C3GA,C2GA,C2QB,C1GA,-124
1787,C3GA,C2GA,C2QB,H1QB,122
1788,C3GA,C2GA,C2QB,C3QB,0(1)
1789,C3QB,C2GA,C2QB,C1GA,-124
1790,C3QB,C2GA,C2QB,H1QB,122
1791,C3QB,C2GA,C2QB,C3GA,0(1)
1792,C1GA,C2GA,C3QB,C4GA,76
1793,C1GA,C2GA,C3QB,H2QB,-140
1794,C1GA,C2GA,C3QB,C3GA,128
1795,C1GA,C2GA,C3QB,C2QB,-52
1796,H1GA,C2GA,C3QB,C4GA,-143
1797,H1GA,C2GA,C3QB,H2QB,1
1798,H1GA,C2GA,C3QB,C3GA,-92
1799,H1GA,C2GA,C3QB,C2QB,88
1800,C3GA,C2GA,C3QB,C4GA,-51
1801,C3GA,C2GA,C3QB,H2QB,92
1802,C3GA,C2GA,C3QB,C2QB,-180(2)
1803,C2QB,C2GA,C3QB,C4GA,129
1804,C2QB,C2GA,C3QB,H2QB,-88
1805,C2QB,C2GA,C3QB,C3GA,-180(2)
1806,C4GA,C3GA,C2QB,C1GA,-76
1807,C4GA,C3GA,C2QB,H1QB,143
1808,C4GA,C3GA,C2QB,C2GA,-129
1809,C4GA,C3GA,C2QB,C3QB,51
1810,H2GA,C3GA,C2QB,C1GA,140
1811,H2GA,C3GA,C2QB,H1QB,-1
1812,H2GA,C3GA,C2QB,C2GA,88
